Sequence  | Address         | Length  | TermCode            | Uri                                                                                       | Data
304       | 7ff7c864f870h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[32u](uspan32u)                                            | 0f 1f 44 00 00 48 8b 01 c3
305       | 7ff7c864f890h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[32i](uspan32i)                                            | 0f 1f 44 00 00 48 8b 01 c3
306       | 7ff7c864f8b0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[64u](uspan64u)                                            | 0f 1f 44 00 00 48 8b 01 c3
307       | 7ff7c864f8d0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[64i](uspan64i)                                            | 0f 1f 44 00 00 48 8b 01 c3
308       | 7ff7c864f8f0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[32f](uspan32f)                                            | 0f 1f 44 00 00 48 8b 01 c3
309       | 7ff7c864f910h   | 9       | CTC_RET_Zx3         | hex://root/refs?head32#head32_g[64f](uspan64f)                                            | 0f 1f 44 00 00 48 8b 01 c3
310       | 7ff7c864fd40h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[8u](uspan8u)                                              | 0f 1f 44 00 00 48 8b 01 c3
311       | 7ff7c864fd60h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[8i](uspan8i)                                              | 0f 1f 44 00 00 48 8b 01 c3
312       | 7ff7c864fd80h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[16u](uspan16u)                                            | 0f 1f 44 00 00 48 8b 01 c3
313       | 7ff7c864fda0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[16i](uspan16i)                                            | 0f 1f 44 00 00 48 8b 01 c3
314       | 7ff7c864fdc0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[32u](uspan32u)                                            | 0f 1f 44 00 00 48 8b 01 c3
315       | 7ff7c864fde0h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[32i](uspan32i)                                            | 0f 1f 44 00 00 48 8b 01 c3
316       | 7ff7c864fe00h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[64u](uspan64u)                                            | 0f 1f 44 00 00 48 8b 01 c3
317       | 7ff7c864fe20h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[64i](uspan64i)                                            | 0f 1f 44 00 00 48 8b 01 c3
318       | 7ff7c864fe40h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[32f](uspan32f)                                            | 0f 1f 44 00 00 48 8b 01 c3
319       | 7ff7c864fe60h   | 9       | CTC_RET_Zx3         | hex://root/refs?head64#head64_g[64f](uspan64f)                                            | 0f 1f 44 00 00 48 8b 01 c3
320       | 7ff7c864fe80h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[8u](span8u,64i)                                             | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
321       | 7ff7c864fea0h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[8i](span8i,64i)                                             | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
322       | 7ff7c864fec0h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[16u](span16u,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
323       | 7ff7c864fee0h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[16i](span16i,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
324       | 7ff7c864ff00h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[32u](span32u,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
325       | 7ff7c864ff20h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[32i](span32i,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
326       | 7ff7c864ff40h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[64u](span64u,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
327       | 7ff7c864ff60h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[64i](span64i,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
328       | 7ff7c864ff80h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[32f](span32f,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
329       | 7ff7c864ffa0h   | 12      | CTC_RET_SBB         | hex://root/refs?seekb#seekb_g[64f](span64f,64i)                                           | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
330       | 7ff7c864ffc0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[8u](span8u,32i)                                             | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
331       | 7ff7c86503f0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[8i](span8i,32i)                                             | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
332       | 7ff7c8650410h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[16u](span16u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
333       | 7ff7c8650430h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[16i](span16i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
334       | 7ff7c8650450h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[32u](span32u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
335       | 7ff7c8650470h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[32i](span32i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
336       | 7ff7c8650490h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[64u](span64u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
337       | 7ff7c86504b0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[64i](span64i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
338       | 7ff7c86504d0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[32f](span32f,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
339       | 7ff7c86504f0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?seek8#seek8_g[64f](span64f,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
340       | 7ff7c8650510h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[8u](span8u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
341       | 7ff7c8650530h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[8i](span8i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
342       | 7ff7c8650550h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[16u](span16u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
343       | 7ff7c8650570h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[16i](span16i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
344       | 7ff7c8650590h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[32u](span32u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
345       | 7ff7c86505b0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[32i](span32i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
346       | 7ff7c86505d0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[64u](span64u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
347       | 7ff7c86505f0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[64i](span64i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
348       | 7ff7c8650610h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[32f](span32f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
349       | 7ff7c8650630h   | 16      | CTC_RET_SBB         | hex://root/refs?seek16#seek16_g[64f](span64f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
350       | 7ff7c8650650h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[8u](span8u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
351       | 7ff7c8650670h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[8i](span8i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
352       | 7ff7c8650690h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[16u](span16u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
353       | 7ff7c86506b0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[16i](span16i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
354       | 7ff7c86506d0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[32u](span32u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
355       | 7ff7c86506f0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[32i](span32i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
356       | 7ff7c8650710h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[64u](span64u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
357       | 7ff7c8650730h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[64i](span64i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
358       | 7ff7c8650750h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[32f](span32f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
359       | 7ff7c8650b80h   | 16      | CTC_RET_SBB         | hex://root/refs?seek32#seek32_g[64f](span64f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
360       | 7ff7c8650ba0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[8u](span8u,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
361       | 7ff7c8650bc0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[8i](span8i,32i)                                           | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
362       | 7ff7c8650be0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[16u](span16u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
363       | 7ff7c8650c00h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[16i](span16i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
364       | 7ff7c8650c20h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[32u](span32u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
365       | 7ff7c8650c40h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[32i](span32i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
366       | 7ff7c8650c60h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[64u](span64u,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
367       | 7ff7c8650c80h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[64i](span64i,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
368       | 7ff7c8650ca0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[32f](span32f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
369       | 7ff7c8650cc0h   | 16      | CTC_RET_SBB         | hex://root/refs?seek64#seek64_g[64f](span64f,32i)                                         | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
370       | 7ff7c8650ce0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[8u](uspan8u,32i)                                            | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
371       | 7ff7c8650d00h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[8i](uspan8i,32i)                                            | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
372       | 7ff7c8650d20h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[16u](uspan16u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
373       | 7ff7c8650d40h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[16i](uspan16i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
374       | 7ff7c8650d60h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[32u](uspan32u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
375       | 7ff7c8650d80h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[32i](uspan32i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
376       | 7ff7c8650da0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[64u](uspan64u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
377       | 7ff7c8650dc0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[64i](uspan64i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
378       | 7ff7c8650de0h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[32f](uspan32f,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
379       | 7ff7c8650e00h   | 15      | CTC_RET_ZED_SBB     | hex://root/refs?skip8#skip8_g[64f](uspan64f,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 03 c2 c3
380       | 7ff7c8651230h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[8u](uspan8u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
381       | 7ff7c8651250h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[8i](uspan8i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
382       | 7ff7c8651270h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[16u](uspan16u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
383       | 7ff7c8651290h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[16i](uspan16i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
384       | 7ff7c86512b0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[32u](uspan32u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
385       | 7ff7c86512d0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[32i](uspan32i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
386       | 7ff7c86512f0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[64u](uspan64u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
387       | 7ff7c8651310h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[64i](uspan64i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
388       | 7ff7c8651330h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[32f](uspan32f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
389       | 7ff7c8651350h   | 16      | CTC_RET_SBB         | hex://root/refs?skip16#skip16_g[64f](uspan64f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 50 c3
390       | 7ff7c8651370h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[8u](uspan8u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
391       | 7ff7c8651390h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[8i](uspan8i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
392       | 7ff7c86513b0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[16u](uspan16u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
393       | 7ff7c86513d0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[16i](uspan16i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
394       | 7ff7c86513f0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[32u](uspan32u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
395       | 7ff7c8651410h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[32i](uspan32i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
396       | 7ff7c8651430h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[64u](uspan64u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
397       | 7ff7c8651450h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[64i](uspan64i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
398       | 7ff7c8651470h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[32f](uspan32f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
399       | 7ff7c8651490h   | 16      | CTC_RET_SBB         | hex://root/refs?skip32#skip32_g[64f](uspan64f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 90 c3
400       | 7ff7c86518c0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[8u](uspan8u,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
401       | 7ff7c86518e0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[8i](uspan8i,32i)                                          | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
402       | 7ff7c8651900h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[16u](uspan16u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
403       | 7ff7c8651920h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[16i](uspan16i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
404       | 7ff7c8651940h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[32u](uspan32u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
405       | 7ff7c8651960h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[32i](uspan32i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
406       | 7ff7c8651980h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[64u](uspan64u,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
407       | 7ff7c86519a0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[64i](uspan64i,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
408       | 7ff7c86519c0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[32f](uspan32f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
409       | 7ff7c86519e0h   | 16      | CTC_RET_SBB         | hex://root/refs?skip64#skip64_g[64f](uspan64f,32i)                                        | 0f 1f 44 00 00 48 8b 01 48 63 d2 48 8d 04 d0 c3
410       | 7ff7c8651a00h   | 12      | CTC_RET_SBB         | hex://root/refs?skipb#skipb_g[8u](uspan8u,64i)                                            | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
411       | 7ff7c8651a20h   | 12      | CTC_RET_SBB         | hex://root/refs?skipb#skipb_g[8i](uspan8i,64i)                                            | 0f 1f 44 00 00 48 8b 01 48 03 c2 c3
412       | 7ff7c8651a40h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[16u](uspan16u,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 50 c3
413       | 7ff7c8651a60h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[16i](uspan16i,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 50 c3
414       | 7ff7c8651a80h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[32u](uspan32u,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 90 c3
415       | 7ff7c8651aa0h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[32i](uspan32i,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 90 c3
416       | 7ff7c8651ac0h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[64u](uspan64u,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 d0 c3
417       | 7ff7c8651ae0h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[64i](uspan64i,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 d0 c3
418       | 7ff7c8651b00h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[32f](uspan32f,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 90 c3
419       | 7ff7c8651b20h   | 13      | CTC_RET_Zx3         | hex://root/refs?skipb#skipb_g[64f](uspan64f,64i)                                          | 0f 1f 44 00 00 48 8b 01 48 8d 04 d0 c3
420       | 7ff7c8651f50h   | 0       | CTC_Zx7             | hex://root/refs?head32i#head32i_(uspan8u)                                                 |  
421       | 7ff7c8651f80h   | 0       | CTC_Zx7             | hex://root/refs?head64i#head64i_(uspan8u)                                                 |  
